Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,BranchLength,AvgDust,SepalLengthMajorAxis,SepalLengthMinorAxis,SepalLengthElongation,SepalLengthCompactness,SepalLengthSpread,SepalLengthCurvature,SepalWidthMajorAxis,SepalWidthMinorAxis,SepalWidthElongation,SepalWidthCompactness,SepalWidthSpread,SepalWidthCurvature,PetalLengthMajorAxis,PetalLengthMinorAxis,PetalLengthElongation,PetalLengthCompactness,PetalLengthSpread,PetalLengthCurvature,PetalWidthMajorAxis,PetalWidthMinorAxis,PetalWidthElongation,PetalWidthCompactness,PetalWidthSpread,PetalWidthCurvature,IrisPigmentDensity,IrisPigmentUniformity,IrisPigmentContrast,IrisPigmentGranularity,IrisVenationDensity,IrisVenationDepth,IrisVenationSharpness,IrisVenationAsymmetry,FloralSymmetryScore,FloralCompactnessScore,FloralSpreadScore,FloralSlendernessScore,BloomMaturityIndex,BloomFreshnessIndex,BloomHydrationIndex,BloomRigidityIndex,SepalTextureIndex,SepalGlossIndex,SepalThicknessIndex,SepalEdgeSmoothness,PetalTextureIndex,PetalGlossIndex,PetalThicknessIndex,PetalEdgeSmoothness,AntherVisibilityIndex,StigmaProminenceIndex,PollenResidueIndex,NectarExposureIndex,StemStabilityIndex,StemFlexibilityIndex,LeafShadowIndex,LeafHueVariation,CanopyLightCapture,CanopyMoistureSignal,SoilMoistureSignal,AmbientHumiditySignal,ThermalResponseIndex,UVExposureIndex,WindStressIndex,GrowthVigorIndex,Species
1,7.0,,4.7,1.4,16.9,37.5,6.769877106346892,6.755470605649178,6.96428131019208,6.966698414510115,6.833733115879057,6.595822273731899,2.83127124781612,2.8411318987323253,2.835939574033791,2.8431686241868595,2.8393511261528768,2.8340628464577584,4.525068054048357,4.762080251541585,4.877313389542201,4.606594805099499,5.00268025425497,4.880167217860919,1.3715477220880443,1.3840436799140687,1.4278212676289737,1.4080588772030074,1.403302679796396,1.46015180111815,0.4595961093222503,0.3725697346154327,0.429039011496358,0.6490851826682218,-0.3482344342152695,0.2722769378951062,-0.6284167751530653,-0.6740872783399401,-0.6717446965641448,-0.8125615199279586,1.0159469476097027,0.6660834376346028,1.6145748198058196,0.2851346786617015,1.7667249415885218,0.2090650134553913,2.916886907045232,-0.2565991671377727,-1.8084090080419013,-0.6090668478910829,-0.6915002607433983,0.6437795709633163,0.4416859684196187,0.9519620526089484,1.552132540265328,0.6006381576480672,1.0364077618741938,-0.1408607743241209,1.5499154871308152,0.6532052048408691,-0.313377700820266,0.4664576438016259,0.9619821200062364,-0.0419644690855449,-2.573335457674867,-0.2901550644297693,1.3466311494436978,0.3340721821571176,0.3038189166032589,-1.3184147260553625,Iris-versicolor
2,6.4,3.2,4.5,1.5,16.4,95.1,6.202714448410454,6.129652354965456,6.201463767849512,6.466961866978491,6.744450492535561,6.640253308978364,3.171129762842845,3.196599973353088,3.1476714503231293,3.2231093965468887,3.116971193758603,3.113439575708823,4.589891506065808,4.6407220733142704,4.418501757984148,4.319552808325538,4.488024005553499,4.494181656055068,1.484343899949419,1.5476848545089226,1.4770714329438783,1.496927741246457,1.4678901003209042,1.537717845791584,-0.5754953672551522,-0.7016977755502409,0.548479094944253,0.178918093419232,0.7433386659686706,-0.4732901267917718,0.6251615057757528,-0.060199933815435,-0.1986835822653357,-1.6825003486754235,0.3815371748788402,-2.429806240575974,-0.7699312391269783,-0.3347290113480374,-2.0874583603087937,0.262786308290497,0.997859318633254,-0.945318828460996,-0.9239217087864012,-1.3906278890443988,-0.8892898739013387,0.3298822302523976,-0.6597323613209753,-0.0819599336887581,-0.3722110553335603,0.7046594464442767,1.6115761570049485,0.0882519425939062,-0.2311643292134015,-0.7779893897812147,-0.7349894355216181,-1.270084945840584,1.283433170741824,-1.155497844835976,-0.295383626969164,0.6840860871568585,-0.4265193840024787,0.113067083172984,1.562539107026011,0.0953445925834045,Iris-versicolor
3,6.9,,4.9,1.5,16.9,73.2,6.726316763490442,6.762992336976574,6.7846467187659645,7.014900622847909,6.8475209924446645,7.048355893608099,2.83127124781612,2.8411318987323253,2.835939574033791,2.8431686241868595,2.8393511261528768,2.8340628464577584,4.766200918581752,4.841895456772928,4.787517954799315,5.055629466956139,4.6751113379155065,5.119592218154887,1.4448755294123676,1.4884300275769369,1.532353779676813,1.4368871810107686,1.5115072418298474,1.432682577267778,1.0354973486044314,0.2675401186280645,0.0181856653323815,-0.5914955618078429,0.5488939860398231,-1.1969009135978992,-0.5669133533413893,-0.5485200788217868,1.746415607420316,0.7203323242939567,0.1570231392436307,0.6075479044583414,0.3813812723754174,-0.9682314075085112,-1.997069844785239,-0.7290603728372493,0.2651420496503134,0.6306405727558043,0.0246788224691891,0.684695903013496,-0.2983605800075793,-0.0225660641816043,1.0035342520559385,-1.0675693076809996,0.2596194096371796,1.0264576445575408,-0.2796363267589593,-1.4181828596957284,0.131214366797434,-0.8646104109737552,-0.4208277300516617,0.5620538461308047,1.238704413681917,0.3458571784920146,1.1725253746493276,0.3203017485613973,-0.5636868934350586,-1.5144571671684215,-0.179045281110224,-0.5775741230371473,Iris-versicolor
4,5.5,2.3,5.085611510791367,1.3,15.6,59.9,5.608292331989706,5.529095909396649,5.382254173342215,5.531728613256998,5.405303229033294,5.512300122870617,2.2651382473909463,2.424428951461385,2.3496235383301727,2.319307427638923,2.2790494947662703,2.306028963613404,5.023524507051234,5.034102104875855,5.028692632832937,5.025172446308207,5.022804169495634,5.0356848747775125,1.2723955405297152,1.2875951526427905,1.2463252808361494,1.343686291312057,1.3575291730307673,1.2547777419417925,-0.785694266857793,0.9228279304739644,0.3675400135710642,1.4410426231500828,-0.332111257638652,0.8042168612086107,-0.3738207164601138,-0.5782407694597296,-0.4473871738925514,0.4889038480207406,-1.3517841952561451,0.5853340458623518,0.4958065213216729,-0.4073953493108097,-1.6484206306021136,-0.1546492455323911,-1.0227741118926297,1.0748891012485962,1.6677356578408928,-0.4648255939562332,0.0235262645028966,0.5697731155169139,0.1460030004429256,-0.3811179284153014,-0.7839907839354321,0.5201772819575305,1.8402739645902848,-1.8578116248559684,-0.0201584698023106,-1.3858837654833869,-0.2778817688016043,-0.1658976809130639,0.914795760584246,1.2523635181432242,-0.3013814856103845,-0.4663330431957243,-0.773040453041041,-0.7938575403904334,0.4834264527463338,1.2102990078919798,Iris-versicolor
5,6.5,2.8,4.6,1.5,16.4,15.6,6.300774412326728,6.44355282729719,6.274359897869353,6.3498475651857005,6.185436705178653,6.14496221316912,2.7415306609179364,2.8350257834644856,2.710924296338593,2.912543997483998,2.767402608895803,2.7514003656686463,4.588779010183668,4.734284101040365,4.281385420712176,4.770931254827577,4.747723706274192,4.862799997336195,1.4361323132872978,1.4900574223114549,1.4992446400804158,1.5024553605921465,1.4943718168678792,1.49520212879416,0.5635055757013057,-0.7002131081111359,-0.9805085914457148,0.8281388617307449,-0.3068714899469897,1.5911914601609642,0.0419451005533045,-1.4372062772458,0.2402331524000458,1.63204130691008,-0.8629761738488099,1.963732552151748,0.2574722197096939,-0.7182987510597325,-0.5239621313205967,-1.6192004437795608,0.1296267331875335,0.1433458317274895,-0.7389229964739596,0.0096153987410215,0.7060643297057313,0.0843104500902803,1.329259243037725,-1.1245229059196231,1.350938881472778,-0.3455149216984821,-0.23321124690653,-0.1409519427469691,-1.647302294044284,-0.6090987438842941,0.3022767220190309,-0.6020975154335778,2.0459483147106896,-0.4656914111110644,0.8622989700970378,2.085633354665412,2.047018177370905,0.0052828287943151,0.5063047474131788,0.7667093340857621,Iris-versicolor
6,5.7,1.8,9.1,4.1,15.8,15.6,5.537567730021668,5.786351301137991,5.631895742825695,5.831515251971849,5.771114089460015,5.684294683357197,1.7673373537239123,1.750269273967426,1.7869879192748734,1.806070947056968,1.8159802094500863,1.7527967822879853,9.433935403309537,8.867693223325459,8.89755166899792,9.436876992021013,9.5905110749576,9.442748317162094,3.958735363871032,4.082232230390472,4.127093112923389,4.243604114074301,4.248349572072567,4.063084684885515,-0.1972962857798501,-0.3236771762294763,2.632478215119,0.0156368683690548,0.5564328994072306,-0.4236012669441425,-0.7362678080640548,1.268240945384924,-0.1468602972327131,-1.4740067651994258,0.2872293457201265,0.8760429994526764,-0.0132138812215348,0.8852145662253814,-0.6904554990675034,-0.0083850142600866,0.4677861057270738,-2.1326285066984307,1.5827895741592377,1.9175448719190245,-0.6576155220300793,0.8055947653274428,0.0592160905740209,-1.2537108688127694,-0.4945060714059404,0.1814881893245923,0.6314674370837272,-0.2918475969907274,-0.3149875475171249,0.5769227372088938,-0.5249882743543061,0.9097573852029708,0.9322498031022852,1.1713503197314008,0.110136363586311,-0.2625523495561485,-0.0567368944776907,0.5062041159126323,-0.6952208592487293,0.3338021103708249,Iris-versicolor
7,6.3,3.3,4.7,0.0,16.3,5.8,6.217246175399032,6.433263256855779,5.875366717090385,6.297208515328586,6.249251562225944,6.167180511674631,3.367160342207185,3.356719096255356,3.336513840682377,3.411314263702801,3.3613216971813373,3.41366610549023,4.866433794529228,4.525385603411431,4.649062208053447,4.671155068558728,4.739537220612576,5.059496417597355,-4.063841918441084e-05,0.0070242716651532,-0.0038227024212454,-0.0172441113733405,-0.0234176087578261,0.0063984692912048,-0.081270330595691,-0.5625656113173096,0.1163044900199427,-0.1951385756379851,0.0515878229493503,-2.001697044361341,0.438885433488449,-0.5505163142981655,0.5073307791442513,0.4142521749561725,-2.054703763496523,-0.6179886074061962,0.2931151618543415,-1.271590928102863,0.4032510778285227,-2.0491037482845007,-0.3125003888229556,2.2540357220518774,0.1164270339374933,0.6324169586458243,0.0402504096149603,0.0120764610992054,0.9678146479004428,0.6181556035234943,-0.6542680415388578,-1.024357484886698,1.8915315928835603,1.3360346254130715,1.2557904345654778,0.3662245894027132,-1.1721159055537231,0.5033316866621782,-0.646084113179904,-1.5118575512724173,0.4910134889942646,0.3175632436382347,-1.1049415896742594,1.9542323775481567,-2.5049902732230245,0.5365523925137279,Iris-versicolor
8,3.1,2.4,,1.0,13.0,86.6,3.247727876847387,3.016758257565496,3.136716354701355,3.162703096629531,2.9422236062782723,3.1717606230301563,2.530171595863553,2.4825189587290577,2.443733425343756,2.4218596892825204,2.4940419429711853,2.417892958409941,3.3566916710018746,3.298108065197616,3.3452679025764738,3.494793794679744,3.3284056941791134,3.3496432393416984,1.042634271080281,0.9860685924042668,1.032980976493356,0.9575159197759082,1.022368063849222,1.0143389892176191,-0.0398997740734871,1.0989307077336234,-0.7841972735386652,2.034916780073418,0.250988300528656,-0.3762928813454222,0.7713770859258027,0.1211518474785375,1.7204609965158737,-2.1131717060412427,-0.0994866402829433,0.4923282281431235,0.5290597755469272,0.058502692578275,1.7259063734454976,-0.8086131563261085,-0.6300002566828525,0.536866754313486,-0.1879179506263296,0.5746475736594123,-0.7024290010177752,0.4355950986552174,-1.339514306314912,-0.4858437946283702,-0.3017376307412708,0.0926381249159409,-0.4733015596481283,-0.5431043202872247,-0.34631671030641,-1.5239305516821826,-0.8378310214792826,-0.3750602615268904,0.3708715690133001,2.661619658243565,0.497468649594228,-1.0236257504869208,0.0605961210693894,-0.3181613354153041,0.9542441940709224,-1.5508299619611197,Iris-versicolor
9,6.6,2.9,9.1,1.3,16.5,60.1,6.451276396187299,6.827148566618305,6.790792618794434,6.989085225396826,6.289925768086475,6.6162694963227855,2.920135580194565,2.903581872878182,2.7393547297418244,2.961841792344712,2.940906642245116,2.9295889780742947,9.103314105176946,9.263382563303509,9.18574453921637,8.485668243087577,9.335150210359073,9.051237380577962,1.3614658971451357,1.249366955157566,1.214305122186092,1.2241060004235946,1.3100071414079622,1.2580062407422157,0.4017680090074322,-0.3383027441721302,-0.6184902950057645,-0.7005840063558764,-1.3480266354428838,-1.11270485300291,1.9225923458780645,-0.6116845345127822,0.7982773204834192,-1.6242804322929996,-0.2245076744049252,-1.7568715079135162,0.7542881992316888,-1.5632277675531967,-0.7414404577009126,0.8801651616633716,-0.0013721597530113,0.8289772588035456,-1.2583570024772284,0.8723202917155409,-1.155025669774655,0.7062614722662953,-1.0802466924646124,-1.7936721570554723,0.2430062828489959,1.7226096688028385,0.2234800101185972,-1.4282302500551332,1.2827172204974469,0.0284785344766918,0.6662061642789359,0.4354833001919049,-0.9246417746342296,1.1530188974961075,1.4278845742140576,0.5095736135466941,1.2011427844594276,0.0839391308420906,0.3827455828513107,0.5089919197603237,Iris-versicolor
10,5.2,,3.9,1.4,15.1,70.8,5.106230298028942,5.027327759593163,5.212644159629256,5.2404268085674905,5.381231405301529,5.194829439308249,2.83127124781612,2.8411318987323253,2.835939574033791,2.8431686241868595,2.8393511261528768,2.8340628464577584,3.778915407498821,4.074910321518368,3.933901665109712,3.771677807380069,3.748898689182017,3.937246017421945,1.4293864401411882,1.4052447196063989,1.374843090491061,1.44108248351737,1.3750855028790083,1.3795047709424282,-0.5380182904540183,-1.5817265226773944,0.5581174005224468,0.5925466002060806,0.947671759790996,0.0705697313803662,-0.3148190401491013,0.1673532525209414,0.0959184090283084,-0.8650469494756378,0.1060801195013944,1.063613271408225,-0.5573921284305171,-0.1832224096939197,-2.3159831146933287,-0.2552823736357011,0.7470059490970477,-0.4995625373153733,0.9081488052724253,0.3657861292400846,0.7281925735474677,-0.2268388931697783,-1.7723703228126757,0.1775091939694737,-1.5427812317629153,-0.2783109790849925,-0.145349709982598,-0.2023063310035709,-1.2112238211294302,1.72187671979017,-0.8910029477520968,-1.1577323357883362,-0.0135591809666932,1.3557370891697695,1.2007528679481585,-0.5968680142474568,0.0870347899314277,0.7396877843922129,-0.6739573513684959,0.4248117507631142,Iris-versicolor
